city,lat,lng,country,iso2,admin_name,capital,population,population_proper
Le Plessis-Trévise,48.8111,2.5717,France,FR,Île-de-France,,20130,20025
Givors,45.5906,4.7689,France,FR,Auvergne-Rhône-Alpes,,20121,20121
Voiron,45.3642,5.5906,France,FR,Auvergne-Rhône-Alpes,,20108,20108
Cournon-d’Auvergne,45.7422,3.1972,France,FR,Auvergne-Rhône-Alpes,,20043,20043
Lannion,48.7325,-3.4553,France,FR,Bretagne,minor,20040,20040
Nogent-sur-Oise,49.2756,2.4683,France,FR,Hauts-de-France,,20033,20033
Carquefou,47.2969,-1.4928,France,FR,Pays de la Loire,,20032,20032
Saint-Michel-sur-Orge,48.6325,2.3028,France,FR,Île-de-France,,19965,19965
Denain,50.3286,3.3950,France,FR,Hauts-de-France,,19933,19933
Cahors,44.4475,1.4406,France,FR,Occitanie,minor,19907,19907
Bourg-lès-Valence,44.9475,4.8953,France,FR,Auvergne-Rhône-Alpes,,19889,19889
Chevilly-Larue,48.7664,2.3533,France,FR,Île-de-France,,19863,19863
Bressuire,46.8400,-0.4886,France,FR,Nouvelle-Aquitaine,minor,19733,19733
Saint-Dié-des-Vosges,48.2842,6.9492,France,FR,Grand Est,minor,19724,19724
L’Isle-sur-la-Sorgue,43.9194,5.0514,France,FR,Provence-Alpes-Côte d’Azur,,19706,19706
Bouguenais,47.1775,-1.6214,France,FR,Pays de la Loire,,19658,19658
Sceaux,48.7786,2.2906,France,FR,Île-de-France,,19606,19606
Moulins,46.5647,3.3325,France,FR,Auvergne-Rhône-Alpes,minor,19563,19563
La Chapelle-sur-Erdre,47.2989,-1.5528,France,FR,Pays de la Loire,,19526,19526
Joinville-le-Pont,48.8214,2.4728,France,FR,Île-de-France,,19516,19516
Concarneau,47.8753,-3.9189,France,FR,Bretagne,,19502,19502
Mougins,43.6000,6.9947,France,FR,Provence-Alpes-Côte d’Azur,,19489,19489
Ronchin,50.6047,3.0878,France,FR,Hauts-de-France,,19477,19477
Sélestat,48.2594,7.4542,France,FR,Grand Est,minor,19360,19360
Mont-Saint-Aignan,49.4625,1.0872,France,FR,Normandie,,19262,19262
Saint-Fons,45.7086,4.8533,France,FR,Auvergne-Rhône-Alpes,,19254,19254
Albertville,45.6758,6.3925,France,FR,Auvergne-Rhône-Alpes,minor,19214,19214
Le Puy-en-Velay,45.0433,3.8850,France,FR,Auvergne-Rhône-Alpes,minor,19061,19061
Saint-Lô,49.1144,-1.0917,France,FR,Normandie,minor,19024,19024
Saint-Cyr-l’École,48.8003,2.0625,France,FR,Île-de-France,,19011,19011
Riom,45.8936,3.1125,France,FR,Auvergne-Rhône-Alpes,minor,19011,19011
Lingolsheim,48.5575,7.6831,France,FR,Grand Est,,18930,18930
Plaisance-du-Touch,43.5656,1.2964,France,FR,Occitanie,,18888,18888
Villefontaine,45.6133,5.1486,France,FR,Auvergne-Rhône-Alpes,,18808,18808
Sorgues,44.0083,4.8725,France,FR,Provence-Alpes-Côte d’Azur,,18802,18802
Vence,43.7225,7.1119,France,FR,Provence-Alpes-Côte d’Azur,,18670,18670
Cognac,45.6958,-0.3292,France,FR,Nouvelle-Aquitaine,minor,18628,18628
Hem,50.6553,3.1878,France,FR,Hauts-de-France,,18621,18621
Écully,45.7744,4.7775,France,FR,Auvergne-Rhône-Alpes,,18587,18587
Gentilly,48.8133,2.3444,France,FR,Île-de-France,,18577,18577
Bruz,48.0247,-1.7458,France,FR,Bretagne,,18516,18516
La Crau,43.1497,6.0742,France,FR,Provence-Alpes-Côte d’Azur,,18506,18506
Royan,45.6231,-1.0431,France,FR,Nouvelle-Aquitaine,,18499,18499
Hellemmes-Lille,50.6283,3.1100,France,FR,Hauts-de-France,,18437,18437
Louviers,49.2153,1.1656,France,FR,Normandie,,18348,18348
Cran-Gévrier,45.9036,6.1039,France,FR,Auvergne-Rhône-Alpes,,18330,18330
Bruges,44.8828,-0.6125,France,FR,Nouvelle-Aquitaine,,18316,18316
Cugnaux,43.5378,1.3436,France,FR,Occitanie,,18267,18267
Vitré,48.1233,-1.2094,France,FR,Bretagne,,18267,18267
Fécamp,49.7575,0.3792,France,FR,Normandie,,18251,18251
Soisy-sous-Montmorency,48.9878,2.2997,France,FR,Île-de-France,,18243,18243
Brie-Comte-Robert,48.6925,2.6111,France,FR,Île-de-France,,18237,18237
Fâches-Thumesnil,50.5989,3.0736,France,FR,Hauts-de-France,,18165,18165
Éragny,49.0172,2.0914,France,FR,Île-de-France,,18162,18162
Chennevières-sur-Marne,48.7983,2.5339,France,FR,Île-de-France,,18142,18142
Bagnols-sur-Cèze,44.1625,4.6200,France,FR,Occitanie,,18072,18072
Bonneuil-sur-Marne,48.7742,2.4875,France,FR,Île-de-France,,18045,18045
Lunéville,48.5894,6.5017,France,FR,Grand Est,minor,18027,18027
Maurepas,48.7628,1.9456,France,FR,Île-de-France,,18019,18019
Montceau-les-Mines,46.6669,4.3689,France,FR,Bourgogne-Franche-Comté,,17897,17897
Floirac,44.8364,-0.5258,France,FR,Nouvelle-Aquitaine,,17882,17882
Moissy-Cramayel,48.6261,2.5922,France,FR,Île-de-France,,17882,17882
Ploemeur,47.7358,-3.4311,France,FR,Bretagne,,17790,17790
Garches,48.8456,2.1869,France,FR,Île-de-France,,17762,17762
Avion,50.4097,2.8328,France,FR,Hauts-de-France,,17583,17583
Les Clayes-sous-Bois,48.8206,1.9836,France,FR,Île-de-France,,17560,17560
Marmande,44.5000,0.1653,France,FR,Nouvelle-Aquitaine,minor,17534,17534
Le Pré-Saint-Gervais,48.8850,2.4039,France,FR,Île-de-France,,17485,17485
Meylan,45.2086,5.7794,France,FR,Auvergne-Rhône-Alpes,,17448,17448
Châteauneuf-les-Martigues,43.3831,5.1642,France,FR,Provence-Alpes-Côte d’Azur,,17425,17425
Osny,49.0592,2.0625,France,FR,Île-de-France,,17402,17402
Carvin,50.4931,2.9581,France,FR,Hauts-de-France,,17399,17399
Pontarlier,46.9061,6.3547,France,FR,Bourgogne-Franche-Comté,minor,17393,17393
Brignoles,43.4058,6.0617,France,FR,Provence-Alpes-Côte d’Azur,minor,17364,17364
Lons-le-Saunier,46.6744,5.5539,France,FR,Bourgogne-Franche-Comté,minor,17320,17320
Cesson-Sévigné,48.1208,-1.6036,France,FR,Bretagne,,17312,17312
Le Pontet,43.9642,4.8600,France,FR,Provence-Alpes-Côte d’Azur,,17273,17273
Chamalières,45.7736,3.0669,France,FR,Auvergne-Rhône-Alpes,,17210,17210
Verdun,49.1597,5.3828,France,FR,Grand Est,minor,17161,17161
Limay,48.9933,1.7358,France,FR,Île-de-France,,17147,17147
Bischheim,48.6139,7.7519,France,FR,Grand Est,,17137,17137
Juvisy-sur-Orge,48.6883,2.3775,France,FR,Île-de-France,,17007,17007
Cluses,46.0603,6.5786,France,FR,Auvergne-Rhône-Alpes,,16996,16996
Firminy,45.3881,4.2872,France,FR,Auvergne-Rhône-Alpes,,16981,16981
Cestas,44.7444,-0.6822,France,FR,Nouvelle-Aquitaine,,16936,16936
Bry-sur-Marne,48.8411,2.5222,France,FR,Île-de-France,,16919,16919
Hendaye,43.3586,-1.7744,France,FR,Nouvelle-Aquitaine,,16805,16805
Mauguio,43.6164,4.0075,France,FR,Occitanie,,16735,16735
Lattes,43.5678,3.9021,France,FR,Occitanie,,16710,16710
Sanary-sur-Mer,43.1192,5.8022,France,FR,Provence-Alpes-Côte d’Azur,,16696,16696
Yutz,49.3589,6.1886,France,FR,Grand Est,,16633,16633
Vauréal,49.0300,2.0214,France,FR,Île-de-France,,16575,16575
Saint-Maximin-la-Sainte-Baume,43.4533,5.8619,France,FR,Provence-Alpes-Côte d’Azur,,16574,16574
Port-de-Bouc,43.4050,4.9886,France,FR,Provence-Alpes-Côte d’Azur,,16569,16569
Ambarès-et-Lagrave,44.9247,-0.4867,France,FR,Nouvelle-Aquitaine,,16563,16563
Balma,43.6103,1.4986,France,FR,Occitanie,,16520,16520
Sallanches,45.9364,6.6319,France,FR,Auvergne-Rhône-Alpes,,16508,16508
Boissy-Saint-Léger,48.7503,2.5097,France,FR,Île-de-France,,16487,16487
Saint-Jean-de-la-Ruelle,47.9131,1.8733,France,FR,Centre-Val de Loire,,16445,16445
Viroflay,48.8000,2.1722,France,FR,Île-de-France,,16406,16406
Saran,47.9514,1.8803,France,FR,Centre-Val de Loire,,16344,16344
Marly-le-Roi,48.8669,2.0942,France,FR,Île-de-France,,16335,16335
Digne-les-Bains,44.0925,6.2356,France,FR,Provence-Alpes-Côte d’Azur,minor,16333,16333
Annonay,45.2400,4.6708,France,FR,Auvergne-Rhône-Alpes,,16288,16288
Carrières-sous-Poissy,48.9478,2.0386,France,FR,Île-de-France,,16248,16248
Jouy-le-Moutier,49.0108,2.0386,France,FR,Île-de-France,,16214,16214
Elbeuf,49.2858,1.0083,France,FR,Normandie,,16205,16205
Sedan,49.7019,4.9403,France,FR,Grand Est,minor,16193,16193
L’Isle-d’Abeau,45.6194,5.2331,France,FR,Auvergne-Rhône-Alpes,,16169,16169
Le Bourget,48.9344,2.4244,France,FR,Île-de-France,,16139,16139
Les Herbiers,46.8711,-1.0136,France,FR,Pays de la Loire,,16135,16135
Vendôme,47.7928,1.0656,France,FR,Centre-Val de Loire,minor,16133,16133
Escoublac,47.2858,-2.3922,France,FR,Pays de la Loire,,16117,16117
Guérande,47.3281,-2.4292,France,FR,Pays de la Loire,,16107,16107
Saint-Amand-les-Eaux,50.4481,3.4269,France,FR,Hauts-de-France,,16053,16053
Tourlaville,49.6408,-1.5789,France,FR,Normandie,,16040,16040
Châteaurenard,43.8825,4.8550,France,FR,Provence-Alpes-Côte d’Azur,,16012,16012
Saint-Cyr-sur-Loire,47.4028,0.6781,France,FR,Centre-Val de Loire,,15991,15991
Verneuil-sur-Seine,48.9797,1.9739,France,FR,Île-de-France,,15982,15982
Le Pecq,48.8967,2.1061,France,FR,Île-de-France,,15949,15949
Landerneau,48.4508,-4.2494,France,FR,Bretagne,,15914,15914
Hayange,49.3297,6.0619,France,FR,Grand Est,,15888,15888
Le Vésinet,48.8939,2.1322,France,FR,Île-de-France,,15865,15865
Hennebont,47.8042,-3.2789,France,FR,Bretagne,,15858,15858
Orsay,48.6981,2.1875,France,FR,Île-de-France,,15844,15844
Saint-Leu-la-Forêt,49.0169,2.2464,France,FR,Île-de-France,,15829,15829
Saint-Égrève,45.2317,5.6831,France,FR,Auvergne-Rhône-Alpes,,15801,15801
Villeneuve-Loubet,43.6581,7.1214,France,FR,Provence-Alpes-Côte d’Azur,,15780,15780
Saint-Pierre-des-Corps,47.3908,0.7281,France,FR,Centre-Val de Loire,,15766,15766
Beaucaire,43.8072,4.6433,France,FR,Occitanie,,15718,15718
Noisiel,48.8547,2.6289,France,FR,Île-de-France,,15676,15676
Montbrison,45.6075,4.0653,France,FR,Auvergne-Rhône-Alpes,minor,15656,15656
Pamiers,43.1164,1.6108,France,FR,Occitanie,minor,15603,15603
Fos-sur-Mer,43.4544,4.9436,France,FR,Provence-Alpes-Côte d’Azur,,15602,15602
Pornic,47.1156,-2.1033,France,FR,Pays de la Loire,,15570,15570
Montivilliers,49.5461,0.1881,France,FR,Normandie,,15564,15564
Sin-le-Noble,50.3631,3.1131,France,FR,Hauts-de-France,,15522,15522
Blanquefort,44.9106,-0.6375,France,FR,Nouvelle-Aquitaine,,15510,15510
Saint-Julien-en-Genevois,46.1442,6.0842,France,FR,Auvergne-Rhône-Alpes,minor,15509,15509
Toul,48.6750,5.8917,France,FR,Grand Est,minor,15470,15470
Lucé,48.4383,1.4650,France,FR,Centre-Val de Loire,,15435,15435
Saint-Avold,49.1042,6.7081,France,FR,Grand Est,,15433,15433
Domont,49.0275,2.3267,France,FR,Île-de-France,,15418,15418
Fontainebleau,48.4089,2.7017,France,FR,Île-de-France,minor,15407,15407
Rumilly,45.8667,5.9444,France,FR,Auvergne-Rhône-Alpes,,15373,15373
Château-Thierry,49.0464,3.4031,France,FR,Hauts-de-France,minor,15351,15351
Gaillac,43.9006,1.8983,France,FR,Occitanie,,15345,15345
Sainte-Luce-sur-Loire,47.2494,-1.4867,France,FR,Pays de la Loire,,15238,15238
Bois-d’Arcy,48.8014,2.0317,France,FR,Île-de-France,,15220,15220
Issoire,45.5442,3.2489,France,FR,Auvergne-Rhône-Alpes,minor,15214,15214
Tarascon,43.8050,4.6594,France,FR,Provence-Alpes-Côte d’Azur,,15195,15195
Rive-de-Gier,45.5294,4.6169,France,FR,Auvergne-Rhône-Alpes,,15105,15105
Olonne-sur-Mer,46.5361,-1.7728,France,FR,Pays de la Loire,,15061,15061
Saint-Rambert,45.4994,4.2400,France,FR,Auvergne-Rhône-Alpes,,15034,15034
Bailleul,50.7375,2.7339,France,FR,Hauts-de-France,,15019,15019
Montesson,48.9086,2.1494,France,FR,Île-de-France,,15013,15013
Vesoul,47.6222,6.1553,France,FR,Bourgogne-Franche-Comté,minor,14973,14973
Saint-Avertin,47.3667,0.7267,France,FR,Centre-Val de Loire,,14968,14968
Verrières-le-Buisson,48.7475,2.2628,France,FR,Île-de-France,,14941,14941
La Flèche,47.6997,-0.0761,France,FR,Pays de la Loire,minor,14902,14902
Senlis,49.2072,2.5867,France,FR,Hauts-de-France,minor,14891,14891
Pontivy,48.0686,-2.9628,France,FR,Bretagne,minor,14889,14889
Saint-Brice-sous-Forêt,48.9986,2.3569,France,FR,Île-de-France,,14875,14875
Guipavas,48.4336,-4.4008,France,FR,Bretagne,,14842,14842
Valenton,48.7450,2.4672,France,FR,Île-de-France,,14837,14837
Crépy-en-Valois,49.2344,2.8875,France,FR,Hauts-de-France,,14796,14796
Montargis,47.9969,2.7325,France,FR,Centre-Val de Loire,minor,14789,14789
Bouc-Bel-Air,43.4544,5.4144,France,FR,Provence-Alpes-Côte d’Azur,,14784,14784
Flers,48.7483,-0.5694,France,FR,Normandie,,14779,14779
Haubourdin,50.6092,2.9869,France,FR,Hauts-de-France,,14775,14775
Trélazé,47.4461,-0.4664,France,FR,Pays de la Loire,,14759,14759
Coulommiers,48.8156,3.0836,France,FR,Île-de-France,,14757,14757
Wattignies,50.5850,3.0431,France,FR,Hauts-de-France,,14736,14736
Bar-le-Duc,48.7717,5.1672,France,FR,Grand Est,minor,14733,14733
Longwy,49.5197,5.7606,France,FR,Grand Est,,14730,14730
Morlaix,48.5775,-3.8278,France,FR,Bretagne,minor,14729,14729
Saint-Omer,50.7483,2.2608,France,FR,Hauts-de-France,minor,14726,14726
Le Raincy,48.8992,2.5231,France,FR,Île-de-France,minor,14708,14708
Tulle,45.2658,1.7722,France,FR,Nouvelle-Aquitaine,minor,14705,14705
Illzach,47.7822,7.3481,France,FR,Grand Est,,14680,14680
Mennecy,48.5653,2.4361,France,FR,Île-de-France,,14679,14679
Francheville,45.7364,4.7636,France,FR,Auvergne-Rhône-Alpes,,14656,14656
Roquebrune-sur-Argens,43.4433,6.6378,France,FR,Provence-Alpes-Côte d’Azur,,14626,14626
Méru,49.2358,2.1350,France,FR,Hauts-de-France,,14609,14609
Hautmont,50.2481,3.9244,France,FR,Hauts-de-France,,14601,14601
Villers-lès-Nancy,48.6731,6.1547,France,FR,Grand Est,,14558,14558
Wittenheim,47.8075,7.3369,France,FR,Grand Est,,14541,14541
Caudry,50.1250,3.4117,France,FR,Hauts-de-France,,14487,14487
Ramonville-Saint-Agne,43.5461,1.4756,France,FR,Occitanie,,14467,14467
Pont-à-Mousson,48.9044,6.0542,France,FR,Grand Est,,14434,14434
Château-d’Olonne,46.5042,-1.7372,France,FR,Pays de la Loire,,14411,14411
Arnouville-lès-Gonesse,48.9872,2.4167,France,FR,Île-de-France,,14329,14329
Romilly-sur-Seine,48.5158,3.7267,France,FR,Grand Est,,14328,14328
Bois-Guillaume,49.4700,1.1194,France,FR,Normandie,,14309,14309
Laxou,48.6856,6.1522,France,FR,Grand Est,,14300,14300
Dinan,48.4556,-2.0503,France,FR,Bretagne,minor,14281,14281
Lognes,48.8361,2.6278,France,FR,Île-de-France,,14268,14268
Canteleu,49.4511,1.0361,France,FR,Normandie,,14244,14244
Fameck,49.2992,6.1097,France,FR,Grand Est,,14243,14243
Sainte-Maxime,43.3089,6.6378,France,FR,Provence-Alpes-Côte d’Azur,,14240,14240
Chenôve,47.2911,5.0072,France,FR,Bourgogne-Franche-Comté,,14216,14216
Ambérieu-en-Bugey,45.9581,5.3578,France,FR,Auvergne-Rhône-Alpes,,14204,14204
Saint-Jean-de-Luz,43.3903,-1.6597,France,FR,Nouvelle-Aquitaine,,14198,14198
Plérin,48.5344,-2.7708,France,FR,Bretagne,,14158,14158
Montmagny,48.9736,2.3458,France,FR,Île-de-France,,14145,14145
Saint-Brevin-les-Pins,47.2464,-2.1669,France,FR,Pays de la Loire,,14118,14118
Saint-Fargeau,48.5328,2.5447,France,FR,Île-de-France,,14109,14109
Rixheim,47.7486,7.4044,France,FR,Grand Est,,14071,14071
Avrillé,47.5069,-0.5889,France,FR,Pays de la Loire,,14065,14065
Douarnenez,48.0922,-4.3303,France,FR,Bretagne,,14015,14015
Saint-Maurice,48.8183,2.4347,France,FR,Île-de-France,,14001,14001
Woippy,49.1511,6.1514,France,FR,Grand Est,,13998,13998
Biscarrosse,44.3931,-1.1639,France,FR,Nouvelle-Aquitaine,,13946,13946
Auray,47.6678,-2.9825,France,FR,Bretagne,,13945,13945
Castelsarrasin,44.0400,1.1069,France,FR,Occitanie,minor,13934,13934
Thouars,46.9750,-0.2153,France,FR,Nouvelle-Aquitaine,,13932,13932
Fleury-Mérogis,48.6294,2.3614,France,FR,Île-de-France,,13917,13917
Castanet-Tolosan,43.5156,1.4981,France,FR,Occitanie,,13811,13811
Berck-sur-Mer,50.4083,1.5928,France,FR,Hauts-de-France,,13791,13791
Saint-Gilles,43.6778,4.4311,France,FR,Occitanie,,13787,13787
Ollioules,43.1394,5.8469,France,FR,Provence-Alpes-Côte d’Azur,,13771,13771
Gien,47.6981,2.6250,France,FR,Centre-Val de Loire,,13732,13732
Argentan,48.7444,-0.0203,France,FR,Normandie,minor,13730,13730
Lons,43.3150,-0.4108,France,FR,Nouvelle-Aquitaine,,13720,13720
Mions,45.6631,4.9531,France,FR,Auvergne-Rhône-Alpes,,13665,13665
Avon,48.4089,2.7250,France,FR,Île-de-France,,13662,13662
Beausoleil,43.7419,7.4236,France,FR,Provence-Alpes-Côte d’Azur,,13576,13576
Outreau,50.7039,1.5939,France,FR,Hauts-de-France,,13575,13575
Saint-Martin-de-Crau,43.6397,4.8125,France,FR,Provence-Alpes-Côte d’Azur,,13558,13558
Tergnier,49.6558,3.2872,France,FR,Hauts-de-France,,13547,13547
Saint-Jacques-de-la-Lande,48.0903,-1.6956,France,FR,Bretagne,,13533,13533
Berre-l’Étang,43.4756,5.1681,France,FR,Provence-Alpes-Côte d’Azur,,13520,13520
Bollène,44.2803,4.7489,France,FR,Provence-Alpes-Côte d’Azur,,13509,13509
Fontenay-le-Fleury,48.8136,2.0486,France,FR,Île-de-France,,13494,13494
Lys-lès-Lannoy,50.6714,3.2144,France,FR,Hauts-de-France,,13471,13471
Montataire,49.2556,2.4383,France,FR,Hauts-de-France,,13461,13461
Morangis,48.7064,2.3347,France,FR,Île-de-France,,13453,13453
Pierrelatte,44.3775,4.6961,France,FR,Auvergne-Rhône-Alpes,,13452,13452
Saint-Paul-lès-Dax,43.7256,-1.0528,France,FR,Nouvelle-Aquitaine,,13436,13436
Lieusaint,48.6322,2.5486,France,FR,Île-de-France,,13410,13410
Persan,49.1533,2.2711,France,FR,Île-de-France,,13386,13386
Vaires-sur-Marne,48.8742,2.6381,France,FR,Île-de-France,,13383,13383
Roncq,50.7536,3.1203,France,FR,Hauts-de-France,,13361,13361
Audincourt,47.4828,6.8397,France,FR,Bourgogne-Franche-Comté,,13336,13336
Plougastel-Daoulas,48.3725,-4.3706,France,FR,Bretagne,,13330,13330
Anzin,50.3714,3.5044,France,FR,Hauts-de-France,,13303,13303
Fontenay-le-Comte,46.4669,-0.8064,France,FR,Pays de la Loire,minor,13302,13302
Kingersheim,47.7914,7.3381,France,FR,Grand Est,,13267,13267
Valbonne,43.6414,7.0089,France,FR,Provence-Alpes-Côte d’Azur,,13257,13257
Saint-Genis-Pouilly,46.2433,6.0214,France,FR,Auvergne-Rhône-Alpes,,13243,13243
Noyon,49.5811,2.9989,France,FR,Hauts-de-France,,13235,13235
Lourdes,43.0950,-0.0453,France,FR,Occitanie,,13210,13210
Moissac,44.1047,1.0853,France,FR,Occitanie,,13195,13195
Mouvaux,50.7033,3.1406,France,FR,Hauts-de-France,,13173,13173
Nemours,48.2686,2.6936,France,FR,Île-de-France,,13165,13165
Autun,46.9511,4.2986,France,FR,Bourgogne-Franche-Comté,minor,13157,13157
Amilly,47.9731,2.7703,France,FR,Centre-Val de Loire,,13099,13099
Gex,46.3333,6.0578,France,FR,Auvergne-Rhône-Alpes,minor,13093,13093
Andrésy,48.9808,2.0583,France,FR,Île-de-France,,13078,13078
Châteaudun,48.0708,1.3378,France,FR,Centre-Val de Loire,minor,13078,13078
Creutzwald,49.2053,6.6958,France,FR,Grand Est,,13070,13070
Genas,45.7314,5.0022,France,FR,Auvergne-Rhône-Alpes,,13022,13022
Bayeux,49.2786,-0.7039,France,FR,Normandie,minor,13017,13017
Plouzané,48.3800,-4.6006,France,FR,Bretagne,,12979,12979
Saint-André,50.6603,3.0439,France,FR,Hauts-de-France,,12966,12966
Yzeure,46.5658,3.3544,France,FR,Auvergne-Rhône-Alpes,,12899,12899
Guéret,46.1706,1.8683,France,FR,Nouvelle-Aquitaine,minor,12889,12889
Monteux,44.0356,4.9972,France,FR,Provence-Alpes-Côte d’Azur,,12875,12875
Mayenne,48.3031,-0.6136,France,FR,Pays de la Loire,minor,12874,12874
Les Ponts-de-Cé,47.4244,-0.5253,France,FR,Pays de la Loire,,12811,12811
Châlette-sur-Loing,48.0117,2.7358,France,FR,Centre-Val de Loire,,12790,12790
Graulhet,43.7608,1.9886,France,FR,Occitanie,,12789,12789
Auriol,43.3694,5.6314,France,FR,Provence-Alpes-Côte d’Azur,,12771,12771
Montévrain,48.8753,2.7456,France,FR,Île-de-France,,12764,12764
Amboise,47.4114,0.9825,France,FR,Centre-Val de Loire,,12693,12693
Cusset,46.1344,3.4564,France,FR,Auvergne-Rhône-Alpes,,12685,12685
Riedisheim,47.7483,7.3669,France,FR,Grand Est,,12660,12660
Billère,43.3025,-0.3972,France,FR,Nouvelle-Aquitaine,,12628,12628
Bischwiller,48.7664,7.8569,France,FR,Grand Est,,12615,12615
Pont-Sainte-Maxence,49.3011,2.6036,France,FR,Hauts-de-France,,12601,12601
Ostwald,48.5511,7.7136,France,FR,Grand Est,,12586,12586
Saint-André-les-Vergers,48.2797,4.0539,France,FR,Grand Est,,12581,12581
Lamballe,48.4686,-2.5178,France,FR,Bretagne,,12579,12579
Granville,48.8381,-1.5869,France,FR,Normandie,,12567,12567
Bonneville,46.0789,6.4008,France,FR,Auvergne-Rhône-Alpes,minor,12557,12557
Vernouillet,48.7208,1.3606,France,FR,Centre-Val de Loire,,12522,12522
Saint-Orens-de-Gameville,43.5514,1.5342,France,FR,Occitanie,,12522,12522
Comines,50.7611,3.0078,France,FR,Hauts-de-France,,12498,12498
Tarnos,43.5406,-1.4614,France,FR,Nouvelle-Aquitaine,,12498,12498
Carros,43.7725,7.1933,France,FR,Provence-Alpes-Côte d’Azur,,12489,12489
Raismes,50.3892,3.4858,France,FR,Hauts-de-France,,12468,12468
Seclin,50.5483,3.0294,France,FR,Hauts-de-France,,12410,12410
Sarrebourg,48.7347,7.0539,France,FR,Grand Est,minor,12331,12331
Harnes,50.4450,2.9058,France,FR,Hauts-de-France,,12324,12324
Épinay-sous-Sénart,48.6931,2.5158,France,FR,Île-de-France,,12279,12279
Claye-Souilly,48.9450,2.6867,France,FR,Île-de-France,,12264,12264
Aubenas,44.6197,4.3903,France,FR,Auvergne-Rhône-Alpes,,12253,12253
Mende,44.5183,3.5006,France,FR,Occitanie,minor,12227,12227
Somain,50.3575,3.2803,France,FR,Hauts-de-France,,12213,12213
Barentin,49.5444,0.9536,France,FR,Normandie,,12211,12211
Le Chambon-Feugerolles,45.3961,4.3250,France,FR,Auvergne-Rhône-Alpes,,12200,12200
Quimperlé,47.8728,-3.5497,France,FR,Bretagne,,12188,12188
Canet-en-Roussillon,42.7056,3.0072,France,FR,Occitanie,,12186,12186
Vidauban,43.4272,6.4319,France,FR,Provence-Alpes-Côte d’Azur,,12176,12176
Sablé-sur-Sarthe,47.8400,-0.3342,France,FR,Pays de la Loire,,12127,12127
Bully-les-Mines,50.4419,2.7244,France,FR,Hauts-de-France,,12117,12117
Oissel,49.3419,1.0914,France,FR,Normandie,,12102,12102
Andernos-les-Bains,44.7425,-1.0903,France,FR,Nouvelle-Aquitaine,,12096,12096
Triel-sur-Seine,48.9808,2.0061,France,FR,Île-de-France,,12081,12081
Rognac,43.4878,5.2322,France,FR,Provence-Alpes-Côte d’Azur,,12080,12080
Marly,50.3489,3.5442,France,FR,Hauts-de-France,,12074,12074
Saint-André-de-Cubzac,44.9947,-0.4458,France,FR,Nouvelle-Aquitaine,,12051,12051
Fonsorbes,43.5361,1.2311,France,FR,Occitanie,,12036,12036
Mèze,43.4267,3.6053,France,FR,Occitanie,,12012,12012
Châteaubriant,47.7169,-1.3761,France,FR,Pays de la Loire,minor,12011,12011
Provins,48.5589,3.2994,France,FR,Île-de-France,minor,12000,12000
L’Isle-Adam,49.1111,2.2228,France,FR,Île-de-France,,11986,11986
Aubergenville,48.9583,1.8550,France,FR,Île-de-France,,11974,11974
Betton,48.1825,-1.6439,France,FR,Bretagne,,11968,11968
Castelnaudary,43.3181,1.9539,France,FR,Occitanie,,11951,11951
La Motte-Servolex,45.5967,5.8775,France,FR,Auvergne-Rhône-Alpes,,11932,11932
La Chapelle-Saint-Luc,48.3119,4.0444,France,FR,Grand Est,,11913,11913
La Queue-en-Brie,48.7894,2.5767,France,FR,Île-de-France,,11909,11909
Florange,49.3214,6.1183,France,FR,Grand Est,,11864,11864
Pacé,48.1478,-1.7739,France,FR,Bretagne,,11825,11825
Noeux-les-Mines,50.4797,2.6647,France,FR,Hauts-de-France,,11813,11813
Château-Gontier,47.8286,-0.7028,France,FR,Pays de la Loire,minor,11805,11805
Pont-du-Château,45.7983,3.2483,France,FR,Auvergne-Rhône-Alpes,,11802,11802
Saint-Avé,47.6867,-2.7344,France,FR,Bretagne,,11787,11787
